"VAD2-29_O_L_6";"VAD2-14_O_L_6";"VAD2-15_O_L_6";"VAD2-44_O_L_6";"VAD2-45_O_L_24";"VAD2-26_O_L_24";"VAD2-28_O_L_24";"VAD2-25_O_L_24";"VAD2-22_O_L_72";"VAD2-17_O_L_72";"VAD2-48_O_L_72";"VAD2-33_O_L_72";"VAD2-47_O_L_144";"VAD2-18_O_L_144";"VAD2-35_O_L_144";"VAD2-23_O_L_144";"MDV1-50_O_L_6";"MDV1-15_O_L_6";"MDV1-23_O_L_6";"MDV1-13_O_L_6";"MDV1-44_O_L_24";"MDV1-16_O_L_24";"MDV1-41_O_L_24";"MDV1-33_O_L_24";"MDV1-31_O_L_72";"MDV1-46_O_L_72";"MDV1-18_O_L_72";"MDV1-49_O_L_72";"MDV1-24_O_L_144";"MDV1-9_O_L_144";"MDV1-12_O_L_144";"MDV1-45_O_L_144";"MDV2.3-21_O_L_6";"MDV2.3-18_O_L_6";"MDV2.3-33_O_L_6";"MDV2.3-49_O_L_6";"MDV2.3-17_O_L_24";"MDV2.3-45_O_L_24";"MDV2.3-13_O_L_24";"MDV2.3-30_O_L_24";"MDV2.3-44_O_L_72";"MDV2.3-28_O_L_72";"MDV2.3-32_O_L_72";"MDV2.3-15_O_L_72";"MDV2.3-26_O_L_144";"MDV2.3-19_O_L_144";"MDV2.3-50_O_L_144";"MDV2.3-46_O_L_144"
"gene_3974";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3975";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3976";0;0;1;0;1;0;0;2;1;1;3;0;0;2;2;0;1;0;1;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;5;1;0;0;2;0;0;1;4
"gene_3977";0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0
"gene_3978";0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"gene_3979";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3980";1;2;2;1;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0
"gene_3981";0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1
"gene_3982";0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;2;1;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0
"gene_3983";7;5;3;14;31;1;2;1;3;20;9;2;2;6;7;3;0;0;2;8;7;18;17;11;7;9;0;2;1;45;2;6;2;3;2;15;0;6;22;2;2;0;0;4;4;1;16;5
"gene_3984";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
"gene_3985";1;2;0;0;7;0;0;1;0;1;0;0;9;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;2;2
"gene_3986";0;0;0;1;0;0;0;1;2;3;1;1;1;2;0;0;2;2;0;0;1;3;3;0;0;0;2;1;0;1;1;0;0;0;0;0;0;2;1;0;16;0;0;1;0;0;0;3
"gene_3987";0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"gene_3988";0;0;6;7;0;0;0;1;5;4;1;0;6;0;2;1;7;1;1;0;0;1;3;0;1;0;0;1;0;5;0;0;0;3;2;0;0;0;0;0;6;4;0;6;5;0;4;1
"gene_3989";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3990";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3991";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3992";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"gene_3993";0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
"gene_3994";0;0;0;0;2;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"gene_3995";0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"gene_3996";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;2;0;0;3;0
"gene_3997";0;0;0;3;1;0;0;0;2;0;0;0;2;0;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;1;0;0;1;5;0;1;1
"gene_3998";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_3999";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;1;0
"gene_4000";0;0;0;0;6;0;7;6;3;3;2;0;2;1;0;0;0;0;0;0;1;5;2;0;0;0;0;2;0;1;1;1;0;0;0;17;0;1;1;1;3;0;0;38;0;1;0;0
"gene_4001";1;2;0;1;10;1;1;3;2;0;3;1;0;3;1;0;4;0;0;0;5;6;2;3;3;2;0;0;0;3;2;0;0;0;0;49;0;1;3;0;1;0;1;60;1;0;5;2
"gene_4002";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4003";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4004";1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"gene_4005";0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;1;3;3;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2;2;3;0;1;1
"gene_4006";0;0;2;3;2;0;0;8;1;4;3;1;1;2;0;0;1;0;0;1;0;1;3;1;0;0;0;4;5;5;0;0;4;0;1;1;0;2;0;2;13;1;0;5;0;3;1;4
"gene_4007";0;2;0;4;2;0;1;9;1;1;5;1;1;0;0;0;0;1;0;0;2;4;0;0;1;0;0;2;2;8;1;2;2;1;0;7;0;0;1;1;7;0;1;0;4;0;1;5
"gene_4008";0;0;0;2;0;0;0;0;1;0;0;1;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;8;0;0;2;0;1;0;1
"gene_4009";0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gene_4010";0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0
"gene_4011";0;0;0;0;0;0;0;0;0;3;2;0;1;1;1;0;0;0;0;2;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;7;0;2;1;0;0;0;0;1;0;0;2;1
"gene_4012";1;2;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0
"gene_4013";14;7;9;10;31;4;5;46;16;26;20;27;13;23;28;4;22;8;1;8;21;51;20;32;19;12;12;17;26;41;1;45;6;1;12;29;3;7;7;21;47;12;23;40;16;6;11;23
"gene_4014";1;0;0;1;3;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;4;0;0;1;0;0;0;0;0;0;0;3;0;0;3;1;1;0;1;0;0;0;1;0
"gene_4015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4016";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4017";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4018";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4019";0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;1;1;0;4;4;1;0;1
"gene_4020";1;1;0;0;3;0;1;1;0;0;1;5;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"gene_4021";0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"gene_4022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4023";0;0;0;0;0;0;1;1;4;3;1;0;1;1;1;0;0;0;0;1;0;4;0;2;1;1;0;5;0;1;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;2
"gene_4024";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0
"gene_4025";0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4026";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
"gene_4027";0;0;3;0;4;0;1;3;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;5;0;0;1;0;1;0;0;1;0;4;0;0
"gene_4028";0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;4;0;0;1;0
"gene_4029";0;0;0;3;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;2;1;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;2;0
"gene_4030";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;1;0
"gene_4031";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;0
"gene_4032";5;4;11;10;7;3;0;4;4;0;2;0;5;1;2;0;6;0;0;8;7;4;12;4;1;1;2;3;3;10;1;0;1;4;3;10;0;0;13;3;2;0;0;3;0;1;5;1
"gene_4033";0;0;0;1;2;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_4034";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0
"gene_4035";0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0
"gene_4036";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;6;0;1;0;0;0;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;3;0
"gene_4037";0;0;0;0;1;0;1;0;0;1;2;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;2;2;0;0;0;2;0;0;0;0
"gene_4038";0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2
"gene_4039";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"gene_4040";0;0;0;0;6;0;0;3;0;1;2;0;7;3;0;0;1;0;0;1;3;1;0;2;3;0;0;2;1;3;3;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;2
"gene_4041";1;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;2;1;1;0;0;1;0;3;2;0;0;1;0;2;0;0;1;0;0;5;0;0;0;0
"gene_4042";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"gene_4043";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0
"gene_4044";1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;2;0;3;0;5;0;0;0;0;1;2;0;0;0;0;2;41;0;0;0;0;1;0;0;21;1;0;0;0
"gene_4045";0;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0
"gene_4046";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4047";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"gene_4048";0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
"gene_4049";0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"gene_4050";0;0;1;0;0;0;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0
"gene_4051";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"gene_4052";2;0;0;3;5;0;2;6;0;2;1;0;1;1;2;1;1;0;0;1;2;8;1;0;2;1;0;2;1;2;0;1;2;0;1;0;2;0;2;1;2;0;0;3;4;1;3;1
"gene_4053";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4054";1;2;0;1;8;0;0;5;1;0;1;0;0;0;0;1;3;0;0;0;4;3;0;0;0;0;0;1;3;0;0;0;1;0;0;2;0;3;1;1;2;0;0;14;0;0;0;3
"gene_4055";0;0;0;1;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"gene_4056";0;0;0;0;1;0;0;0;0;1;1;2;0;0;0;2;3;0;0;0;2;0;0;0;2;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;3;1
"gene_4057";1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;2;1;0;1;0;1;2;0;0;0;0;3;0;0;0;0;0;0;0
"gene_4058";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3;2;0;0;0
"gene_4059";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"gene_4060";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0
"gene_4061";0;0;0;0;3;0;0;2;1;0;0;0;1;0;0;0;0;0;0;6;1;2;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;4;0;0;0;1;9;1;0;0;0
"gene_4062";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4063";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;1;0;0;0
"gene_4064";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4065";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4066";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
"gene_4067";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4068";1;0;0;4;0;0;0;0;0;1;1;0;0;0;2;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_4069";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_4070";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"gene_4071";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0
"gene_4072";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4073";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4074";1;0;0;0;2;0;1;0;0;5;2;1;4;1;0;0;0;0;0;0;4;1;1;2;1;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;0;3;0;0;1;0;2
"gene_4075";0;0;0;0;10;1;2;6;1;4;4;0;9;2;0;1;0;0;0;0;3;3;10;2;1;0;14;6;2;10;5;2;0;0;0;0;1;5;18;3;8;2;6;13;2;17;6;11
"gene_4076";0;0;2;0;3;0;0;4;0;0;0;0;2;0;0;2;1;0;2;2;3;4;0;1;1;0;1;2;1;0;0;1;0;0;0;2;0;0;3;2;1;1;1;1;4;0;4;4
"gene_4077";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"gene_4078";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0
"gene_4079";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0
"gene_4080";0;0;0;0;1;0;0;4;1;2;0;1;0;1;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;4;0;0;1;0;4;0;0;16;2;1;2;3
"gene_4081";1;4;3;2;8;0;3;5;0;4;1;1;1;1;1;1;2;0;0;1;4;3;1;1;2;1;0;1;2;5;1;1;1;0;0;3;1;3;6;1;2;1;0;6;2;0;0;0
"gene_4082";0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;2;0;1;0;7;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;2;0
"gene_4083";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4084";0;2;0;0;0;0;0;2;0;2;2;0;1;0;2;0;2;0;3;1;0;2;0;0;0;0;3;2;1;1;0;0;0;3;0;1;0;0;0;0;7;0;0;7;0;0;1;0
"gene_4085";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4086";1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;1;0;0;2;0
"gene_4087";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4088";1;0;9;1;72;1;7;2;41;40;7;4;60;14;12;8;1;1;0;0;13;48;29;10;12;2;7;35;22;107;6;7;4;4;11;11;1;0;29;39;59;5;7;2;30;5;57;39
"gene_4089";1;2;1;2;3;0;0;2;1;3;9;2;3;1;2;0;0;0;0;3;3;13;9;2;1;0;2;9;1;8;2;0;0;2;1;3;0;2;1;10;5;4;0;2;6;1;3;1
"gene_4090";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4091";0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0
"gene_4092";1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
"gene_4093";1;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0
"gene_4094";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;5;0;0;0;0;1;1;0;0;0;0;0;1;0;0;3;0;0;0
"gene_4095";0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;2;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;3;1;0;0
"gene_4096";0;2;0;0;6;0;0;5;0;1;0;0;1;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;8;0;0;0;1;1;1;0;2;2;3;0;4
"gene_4097";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4098";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_4099";0;0;0;0;2;0;0;1;2;6;17;1;27;8;0;1;0;0;0;0;0;0;1;1;3;0;1;23;0;37;0;24;0;0;0;0;0;1;0;0;8;1;0;12;20;0;35;4
"gene_4100";1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
"gene_4101";0;0;0;0;1;0;0;0;1;2;4;0;2;0;0;2;1;1;0;1;8;1;1;0;0;1;0;0;1;20;1;6;0;0;0;5;1;1;0;0;1;5;0;6;3;0;3;7
"gene_4102";0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
